name,comm_code,census_year,population,occupied dwellings,persons per unit
BOWNESS,BOW,04/01/1997 12:00:00 AM,12049,4911,2.45
CHINATOWN,CHN,04/01/1996 12:00:00 AM,1387,773,1.79
MAPLE RIDGE,MPL,04/01/1982 12:00:00 AM,2877,805,3.57
DOWNTOWN EAST VILLAGE,DNE,04/01/2016 12:00:00 AM,3242,1401,2.31
NOLAN HILL,NOL,04/01/1990 12:00:00 AM,0,0,0
SPRUCE CLIFF,SPR,04/01/2013 12:00:00 AM,4175,2030,2.06
HIGHWOOD,HIW,04/01/1981 12:00:00 AM,2390,887,2.69
SCARBORO,SCA,04/01/2010 12:00:00 AM,859,303,2.83
WEST HILLHURST,WHL,04/01/1977 12:00:00 AM,5518,2202,2.51
BELVEDERE,BVD,04/01/1976 12:00:00 AM,0,0,0
RED CARPET,RED,04/01/1980 12:00:00 AM,1196,414,2.89
CHARLESWOOD/COLLINGWOOD,,04/01/1997 12:00:00 AM,6017,2419,2.49
ALTADORE,ALT,04/01/2007 12:00:00 AM,8442,4008,2.11
DOWNTOWN COMMERCIAL CORE,DNC,04/01/1987 12:00:00 AM,6016,4406,1.37
GREENWOOD/GREENBRIAR,GRE,04/01/2011 12:00:00 AM,932,473,1.97
CURRIE BARRACKS,CUR,04/01/1989 12:00:00 AM,0,,
DOVER,DOV,04/01/1990 12:00:00 AM,11252,3597,3.13
CHARLESWOOD/COLLINGWOOD,,04/01/2004 12:00:00 AM,5894,2388,2.47
SHAWNESSY,SHN,04/01/1978 12:00:00 AM,0,0,0
WALDEN,WAL,04/01/2001 12:00:00 AM,0,0,0
TARADALE,TAR,04/01/1993 12:00:00 AM,1541,464,3.32
SILVER SPRINGS,SIL,04/01/2017 12:00:00 AM,8774,3439,2.55
EVANSTON,EVN,04/01/2013 12:00:00 AM,8326,2740,3.04
ST. ANDREWS HEIGHTS,STA,04/01/2005 12:00:00 AM,1555,595,2.61
TEMPLE,TEM,04/01/1968 12:00:00 AM,18,4,4.5
LAKE BONAVISTA,LKB,04/01/2008 12:00:00 AM,10534,3835,2.75
MARTINDALE,MRT,04/01/2005 12:00:00 AM,11569,3482,3.32
GREENWOOD/GREENBRIAR,GRE,04/01/1970 12:00:00 AM,0,0,0
LINCOLN PARK,LPK,04/01/1984 12:00:00 AM,229,66,3.47
DOWNTOWN WEST END,DNW,04/01/2004 12:00:00 AM,1789,1082,1.65
LAKEVIEW,LKV,04/01/1973 12:00:00 AM,8062,2022,3.99
ROCKY RIDGE,ROC,04/01/1977 12:00:00 AM,0,0,0
BAYVIEW,BYV,04/01/1980 12:00:00 AM,802,223,3.6
SOUTHVIEW,SOV,04/01/1972 12:00:00 AM,3275,833,3.93
RUNDLE,RUN,04/01/1970 12:00:00 AM,0,0,0
BRENTWOOD,BRE,04/01/1977 12:00:00 AM,8244,2216,3.72
CITYSCAPE,CSC,04/01/2010 12:00:00 AM,0,0,0
COUNTRY HILLS VILLAGE,CHV,04/01/1988 12:00:00 AM,0,0,0
RANCHLANDS,RAN,04/01/1970 12:00:00 AM,17,5,3.4
SUNALTA,SNA,04/01/1970 12:00:00 AM,3135,1258,2.49
MARLBOROUGH,MRL,04/01/1995 12:00:00 AM,9102,2983,3.05
SILVERADO,SVO,04/01/1994 12:00:00 AM,11,5,2.2
MISSION,MIS,04/01/1973 12:00:00 AM,3498,1877,1.86
MIDNAPORE,MID,04/01/1992 12:00:00 AM,7522,2469,3.05
ERIN WOODS,ERI,04/01/2008 12:00:00 AM,7087,2373,2.99
REDSTONE,RSN,04/01/1968 12:00:00 AM,0,0,0
UNIVERSITY DISTRICT,UND,04/01/2017 12:00:00 AM,667,187,3.57
COACH HILL,COA,04/01/1981 12:00:00 AM,2143,835,2.57
WHITEHORN,WHI,04/01/1995 12:00:00 AM,12011,3315,3.62
NOLAN HILL,NOL,04/01/1980 12:00:00 AM,0,0,0
KELVIN GROVE,KEL,04/01/1980 12:00:00 AM,2350,786,2.99
DEER RIDGE,DRG,04/01/2009 12:00:00 AM,3954,1380,2.87
PARKDALE,PKD,04/01/1974 12:00:00 AM,2156,730,2.95
PENBROOKE MEADOWS,PEN,04/01/2008 12:00:00 AM,8361,2877,2.91
ROYAL OAK,ROY,04/01/1977 12:00:00 AM,0,0,0
CRANSTON,CRA,04/01/2005 12:00:00 AM,3857,1391,2.77
REDSTONE,RSN,04/01/1990 12:00:00 AM,0,0,0
HOUNSFIELD HEIGHTS/BRIAR HILL,HOU,04/01/1987 12:00:00 AM,2726,928,2.94
ERLTON,ERL,04/01/1994 12:00:00 AM,553,267,2.07
MACEWAN GLEN,MAC,04/01/1993 12:00:00 AM,4701,1501,3.13
ELBOW PARK,EPK,04/01/2006 12:00:00 AM,3471,1132,3.07
CASTLERIDGE,CAS,04/01/2012 12:00:00 AM,6096,1861,3.28
SUNALTA,SNA,04/01/2001 12:00:00 AM,3341,1932,1.73
STRATHCONA PARK,STR,04/01/1981 12:00:00 AM,1151,407,2.83
DISCOVERY RIDGE,DIS,04/01/1971 12:00:00 AM,0,0,0
DEER RIDGE,DRG,04/01/2008 12:00:00 AM,3896,1359,2.87
CRESTMONT,CRM,04/01/2006 12:00:00 AM,927,304,3.05
SADDLE RIDGE,SAD,04/01/1991 12:00:00 AM,132,38,3.47
CORNERSTONE,CNS,04/01/1992 12:00:00 AM,0,0,0
STRATHCONA PARK,STR,04/01/2006 12:00:00 AM,7290,2401,3.04
SIGNAL HILL,SIG,04/01/2006 12:00:00 AM,14076,5201,2.71
MARLBOROUGH PARK,MPK,04/01/1985 12:00:00 AM,9183,2642,3.48
CASTLERIDGE,CAS,04/01/1991 12:00:00 AM,6462,1785,3.62
ERIN WOODS,ERI,04/01/1996 12:00:00 AM,5992,1820,3.29
HARVEST HILLS,HAR,04/01/2013 12:00:00 AM,7492,2535,2.96
HIDDEN VALLEY,HID,04/01/1971 12:00:00 AM,0,0,0
UPPER MOUNT ROYAL,UMR,04/01/2015 12:00:00 AM,2510,1002,2.5
CHINATOWN,CHN,04/01/1977 12:00:00 AM,388,179,2.17
BELTLINE,BLN,04/01/1980 12:00:00 AM,12386,7722,1.6
CAPITOL HILL,CAP,04/01/1978 12:00:00 AM,3803,1650,2.3
WOODBINE,WBN,04/01/1999 12:00:00 AM,10915,3343,3.27
CITADEL,CIT,04/01/2006 12:00:00 AM,10166,3455,2.94
CANYON MEADOWS,CAN,04/01/1972 12:00:00 AM,2865,754,3.8
SOUTH CALGARY,SOC,04/01/1968 12:00:00 AM,4009,1437,2.79
UPPER MOUNT ROYAL,UMR,04/01/1982 12:00:00 AM,2736,989,2.77
ALTADORE,ALT,04/01/1997 12:00:00 AM,5914,2607,2.27
ABBEYDALE,ABB,04/01/1996 12:00:00 AM,6593,1918,3.44
MARLBOROUGH,MRL,04/01/1972 12:00:00 AM,3977,971,4.1
WEST SPRINGS,WSP,04/01/1981 12:00:00 AM,0,0,0
DOWNTOWN COMMERCIAL CORE,DNC,04/01/1999 12:00:00 AM,6490,4262,1.52
DEER RIDGE,DRG,04/01/2011 12:00:00 AM,3991,1389,2.87
ERIN WOODS,ERI,04/01/1981 12:00:00 AM,505,153,3.3
RIDEAU PARK,RID,04/01/1989 12:00:00 AM,642,326,1.97
BEL-AIRE,BEL,04/01/1991 12:00:00 AM,500,156,3.21
MAHOGANY,MAH,04/01/2008 12:00:00 AM,10,3,3.33
CEDARBRAE,CED,04/01/2007 12:00:00 AM,6426,2559,2.51
RENFREW,REN,04/01/2008 12:00:00 AM,5646,2884,1.96
BONAVISTA DOWNS,BDO,04/01/2010 12:00:00 AM,976,365,2.67
MCKENZIE TOWNE,MCT,04/01/1969 12:00:00 AM,0,0,0
INGLEWOOD,ING,04/01/2011 12:00:00 AM,3473,1904,1.82
CRESCENT HEIGHTS,CRE,04/01/1976 12:00:00 AM,5400,2656,2.03
WILLOW PARK,WIL,04/01/2016 12:00:00 AM,5353,2219,2.41
ABBEYDALE,ABB,04/01/2014 12:00:00 AM,6071,1982,3.06
CRESTMONT,CRM,04/01/1968 12:00:00 AM,0,0,0
HARVEST HILLS,HAR,04/01/2004 12:00:00 AM,7443,2534,2.94
EAU CLAIRE,EAU,04/01/1974 12:00:00 AM,587,266,2.21
CEDARBRAE,CED,04/01/1993 12:00:00 AM,6730,2239,3.01
SOUTHWOOD,SOW,04/01/2002 12:00:00 AM,6466,2584,2.5
SHAWNESSY,SHN,04/01/1970 12:00:00 AM,0,0,0
PANORAMA HILLS,PAN,04/01/1989 12:00:00 AM,0,0,0
CAMBRIAN HEIGHTS,CAM,04/01/1969 12:00:00 AM,3301,853,3.87
HIDDEN VALLEY,HID,04/01/1994 12:00:00 AM,1225,379,3.23
WHITEHORN,WHI,04/01/1999 12:00:00 AM,12406,3382,3.67
CASTLERIDGE,CAS,04/01/2011 12:00:00 AM,6098,1850,3.3
APPLEWOOD PARK,APP,04/01/1984 12:00:00 AM,502,147,3.41
SHAWNEE SLOPES,SHS,04/01/2005 12:00:00 AM,1624,611,2.66
MCKENZIE TOWNE,MCT,04/01/1997 12:00:00 AM,342,143,2.39
PATTERSON,PAT,04/01/2000 12:00:00 AM,3860,1685,2.29
DALHOUSIE,DAL,04/01/1997 12:00:00 AM,9213,3439,2.68
CHARLESWOOD/COLLINGWOOD,,04/01/1976 12:00:00 AM,8157,2360,3.46
HIGHWOOD,HIW,04/01/2015 12:00:00 AM,2314,947,2.44
SETON,SET,04/01/1970 12:00:00 AM,0,0,0
RUTLAND PARK,RUT,04/01/1975 12:00:00 AM,3037,843,3.6
LOWER MOUNT ROYAL,LMR,04/01/1981 12:00:00 AM,3079,1819,1.69
RICHMOND,RIC,04/01/1988 12:00:00 AM,3656,1753,2.09
LAKE BONAVISTA,LKB,04/01/1974 12:00:00 AM,9210,2278,4.04
UPPER MOUNT ROYAL,UMR,04/01/1995 12:00:00 AM,2570,1017,2.53
REDSTONE,RSN,04/01/1980 12:00:00 AM,0,0,0
PARKDALE,PKD,04/01/1973 12:00:00 AM,2242,726,3.09
BOWNESS,BOW,04/01/1995 12:00:00 AM,11938,4799,2.49
POINT MCKAY,POI,04/01/1978 12:00:00 AM,0,0,0
COUNTRY HILLS,COU,04/01/1988 12:00:00 AM,0,0,0
MONTEREY PARK,MOR,04/01/1970 12:00:00 AM,0,0,0
MAHOGANY,MAH,04/01/1975 12:00:00 AM,0,0,0
SUNALTA,SNA,04/01/1979 12:00:00 AM,2723,1505,1.81
SIGNAL HILL,SIG,04/01/2010 12:00:00 AM,13972,5163,2.71
WINSTON HEIGHTS/MOUNTVIEW,WIN,04/01/2006 12:00:00 AM,3631,1682,2.16
MEADOWLARK PARK,MEA,04/01/1985 12:00:00 AM,738,294,2.51
SANDSTONE VALLEY,SAN,04/01/2014 12:00:00 AM,6190,2100,2.95
HIGHLAND PARK,HPK,04/01/2004 12:00:00 AM,3504,1808,1.94
EAGLE RIDGE,EAG,04/01/1988 12:00:00 AM,508,106,4.79
ELBOYA,EYA,04/01/2003 12:00:00 AM,1705,730,2.34
CRESTMONT,CRM,04/01/1997 12:00:00 AM,0,0,0
RUTLAND PARK,RUT,04/01/1986 12:00:00 AM,2692,937,2.87
PUMP HILL,PUM,04/01/1985 12:00:00 AM,1321,370,3.57
DEER RIDGE,DRG,04/01/1968 12:00:00 AM,0,0,0
HILLHURST,HIL,04/01/1976 12:00:00 AM,5320,2470,2.15
AUBURN BAY,AUB,04/01/2017 12:00:00 AM,16429,5453,3.01
RENFREW,REN,04/01/2015 12:00:00 AM,6550,3190,2.05
ERIN WOODS,ERI,04/01/1969 12:00:00 AM,0,0,0
DOWNTOWN COMMERCIAL CORE,DNC,04/01/2012 12:00:00 AM,8015,4663,1.72
ROSEDALE,RDL,04/01/1979 12:00:00 AM,1489,621,2.4
QUEENS PARK VILLAGE,QPK,04/01/1988 12:00:00 AM,374,175,2.14
HAMPTONS,HAM,04/01/1988 12:00:00 AM,0,0,0
BANKVIEW,BNK,04/01/1980 12:00:00 AM,5177,2846,1.82
CHINATOWN,CHN,04/01/2015 12:00:00 AM,1906,1263,1.51
RIVERBEND,RIV,04/01/2016 12:00:00 AM,9430,3386,2.78
WINSTON HEIGHTS/MOUNTVIEW,WIN,04/01/2017 12:00:00 AM,3835,1680,2.28
FAIRVIEW,FAI,04/01/1982 12:00:00 AM,4663,1557,2.99
CASTLERIDGE,CAS,04/01/1983 12:00:00 AM,4633,1470,3.15
EAGLE RIDGE,EAG,04/01/1999 12:00:00 AM,463,108,4.29
CORAL SPRINGS,COR,04/01/2004 12:00:00 AM,6095,1458,4.18
KINCORA,KCA,04/01/1996 12:00:00 AM,0,0,0
RUTLAND PARK,RUT,04/01/2003 12:00:00 AM,2335,957,2.44
MAYLAND HEIGHTS,MAL,04/01/2003 12:00:00 AM,5916,2561,2.31
MAYFAIR,MAF,04/01/2012 12:00:00 AM,481,149,3.23
SOUTHWOOD,SOW,04/01/1977 12:00:00 AM,7677,2190,3.51
SPRUCE CLIFF,SPR,04/01/2007 12:00:00 AM,3027,1416,2.14
PENBROOKE MEADOWS,PEN,04/01/2007 12:00:00 AM,8523,2917,2.92
PANORAMA HILLS,PAN,04/01/2010 12:00:00 AM,17899,5620,3.18
HAMPTONS,HAM,04/01/2012 12:00:00 AM,7905,2452,3.22
STRATHCONA PARK,STR,04/01/1995 12:00:00 AM,5037,1631,3.09
PALLISER,PAL,04/01/2016 12:00:00 AM,3490,1714,2.04
WINDSOR PARK,WND,04/01/1981 12:00:00 AM,3135,1593,1.97
HUNTINGTON HILLS,HUN,04/01/1973 12:00:00 AM,11110,2903,3.83
CITYSCAPE,CSC,04/01/1987 12:00:00 AM,0,0,0
FOREST LAWN,FLN,04/01/1987 12:00:00 AM,8232,2899,2.84
POINT MCKAY,POI,04/01/2005 12:00:00 AM,1334,813,1.64
DOWNTOWN EAST VILLAGE,DNE,04/01/1993 12:00:00 AM,1023,668,1.53
TEMPLE,TEM,04/01/1989 12:00:00 AM,11891,3436,3.46
DOWNTOWN EAST VILLAGE,DNE,04/01/1996 12:00:00 AM,1080,643,1.68
SANDSTONE VALLEY,SAN,04/01/2013 12:00:00 AM,6230,2097,2.97
HOUNSFIELD HEIGHTS/BRIAR HILL,HOU,04/01/1970 12:00:00 AM,3065,871,3.52
NORTH HAVEN UPPER,NHU,04/01/2006 12:00:00 AM,653,244,2.68
EVERGREEN,EVE,04/01/1990 12:00:00 AM,47,18,2.61
DEER RIDGE,DRG,04/01/1985 12:00:00 AM,3832,1148,3.34
SCENIC ACRES,SCE,04/01/1989 12:00:00 AM,2916,881,3.31
HIGHLAND PARK,HPK,04/01/1989 12:00:00 AM,3665,1797,2.04
NOLAN HILL,NOL,04/01/1991 12:00:00 AM,12,4,3
SANDSTONE VALLEY,SAN,04/01/1986 12:00:00 AM,1244,404,3.08
CHINOOK PARK,CHK,04/01/1991 12:00:00 AM,1724,574,3
MARLBOROUGH PARK,MPK,04/01/2010 12:00:00 AM,8248,2855,2.89
EVANSTON,EVN,04/01/1980 12:00:00 AM,0,0,0
ROSEMONT,RMT,04/01/1991 12:00:00 AM,1239,524,2.36
HILLHURST,HIL,04/01/2005 12:00:00 AM,5567,2755,2.02
ROSSCARROCK,RCK,04/01/2009 12:00:00 AM,3213,1425,2.25
MAPLE RIDGE,MPL,04/01/1986 12:00:00 AM,2591,801,3.23
BELVEDERE,BVD,04/01/2003 12:00:00 AM,0,0,0
WEST SPRINGS,WSP,04/01/2007 12:00:00 AM,5749,1944,2.96
MACEWAN GLEN,MAC,04/01/2009 12:00:00 AM,5233,1756,2.98
QUEENS PARK VILLAGE,QPK,04/01/1978 12:00:00 AM,0,0,0
RIVERBEND,RIV,04/01/2017 12:00:00 AM,9338,3395,2.75
SUNDANCE,SDC,04/01/1978 12:00:00 AM,0,0,0
SETON,SET,04/01/1980 12:00:00 AM,0,0,0
CORNERSTONE,CNS,04/01/2017 12:00:00 AM,54,15,3.6
SIGNAL HILL,SIG,04/01/2016 12:00:00 AM,13616,5131,2.65
RIDEAU PARK,RID,04/01/2015 12:00:00 AM,623,301,2.07
QUEENSLAND,QLD,04/01/1980 12:00:00 AM,5270,1472,3.58
NORTH HAVEN UPPER,NHU,04/01/1979 12:00:00 AM,842,242,3.48
VARSITY,VAR,04/01/1981 12:00:00 AM,13645,4761,2.87
WILLOW PARK,WIL,04/01/1978 12:00:00 AM,7490,2181,3.43
PINERIDGE,PIN,04/01/2010 12:00:00 AM,9743,3613,2.7
SPRUCE CLIFF,SPR,04/01/1992 12:00:00 AM,3197,1335,2.39
PARKDALE,PKD,04/01/1992 12:00:00 AM,1728,810,2.13
GLAMORGAN,GLA,04/01/1971 12:00:00 AM,4765,1198,3.98
SHAWNEE SLOPES,SHS,04/01/2006 12:00:00 AM,1617,613,2.64
TUXEDO PARK,TUX,04/01/2010 12:00:00 AM,4539,2330,1.95
MARLBOROUGH,MRL,04/01/2008 12:00:00 AM,8356,2991,2.79
MARTINDALE,MRT,04/01/1971 12:00:00 AM,0,0,0
MANCHESTER,MAN,04/01/1978 12:00:00 AM,217,82,2.65
ROSSCARROCK,RCK,04/01/1991 12:00:00 AM,3385,1441,2.35
BONAVISTA DOWNS,BDO,04/01/1972 12:00:00 AM,0,0,0
CHAPARRAL,CHA,04/01/1978 12:00:00 AM,0,0,0
MACEWAN GLEN,MAC,04/01/1974 12:00:00 AM,0,0,0
WINDSOR PARK,WND,04/01/1977 12:00:00 AM,3026,1438,2.1
NORTH GLENMORE PARK,NGM,04/01/2006 12:00:00 AM,2412,971,2.48
SPRUCE CLIFF,SPR,04/01/1972 12:00:00 AM,3927,1297,3.03
DEER RUN,DRN,04/01/2004 12:00:00 AM,5984,2059,2.91
HIDDEN VALLEY,HID,04/01/1968 12:00:00 AM,0,0,0
BRENTWOOD,BRE,04/01/1988 12:00:00 AM,6568,2502,2.63
SADDLE RIDGE,SAD,04/01/1992 12:00:00 AM,117,39,3
SHAWNEE SLOPES,SHS,04/01/2011 12:00:00 AM,1529,627,2.44
PARKDALE,PKD,04/01/1971 12:00:00 AM,2464,740,3.33
AUBURN BAY,AUB,04/01/1992 12:00:00 AM,0,0,0
KINCORA,KCA,04/01/2007 12:00:00 AM,2470,804,3.07
TUXEDO PARK,TUX,04/01/1983 12:00:00 AM,4191,1964,2.13
RUTLAND PARK,RUT,04/01/1981 12:00:00 AM,2786,879,3.17
MANCHESTER,MAN,04/01/2006 12:00:00 AM,542,329,1.65
CHINOOK PARK,CHK,04/01/1993 12:00:00 AM,1731,570,3.04
BOWNESS,BOW,04/01/2007 12:00:00 AM,11173,5005,2.23
UPPER MOUNT ROYAL,UMR,04/01/1987 12:00:00 AM,2629,1016,2.59
ROSEMONT,RMT,04/01/2000 12:00:00 AM,1285,527,2.44
CAPITOL HILL,CAP,04/01/1976 12:00:00 AM,3766,1606,2.34
GLAMORGAN,GLA,04/01/1993 12:00:00 AM,6312,2730,2.31
CAPITOL HILL,CAP,04/01/2014 12:00:00 AM,4413,2139,2.06
RED CARPET,RED,04/01/1986 12:00:00 AM,1102,429,2.57
COUGAR RIDGE,CGR,04/01/1973 12:00:00 AM,0,0,0
SUNDANCE,SDC,04/01/1972 12:00:00 AM,0,0,0
MONTGOMERY,MON,04/01/1978 12:00:00 AM,4171,1392,3
SUNNYSIDE,SSD,04/01/1981 12:00:00 AM,3872,2139,1.81
SHAWNESSY,SHN,04/01/2003 12:00:00 AM,9382,3122,3.01
WILDWOOD,WLD,04/01/1981 12:00:00 AM,3160,1050,3.01
HAMPTONS,HAM,04/01/1974 12:00:00 AM,0,0,0
ROCKY RIDGE,ROC,04/01/1978 12:00:00 AM,0,0,0
OGDEN,OGD,04/01/1990 12:00:00 AM,10729,3769,2.85
KILLARNEY/GLENGARRY,KIL,04/01/1987 12:00:00 AM,5586,2657,2.1
STRATHCONA PARK,STR,04/01/1970 12:00:00 AM,17,4,4.25
PINERIDGE,PIN,04/01/1993 12:00:00 AM,10306,3353,3.07
CHINATOWN,CHN,04/01/1992 12:00:00 AM,1388,772,1.8
BRIDLEWOOD,BRI,04/01/1969 12:00:00 AM,0,0,0
GREENWOOD/GREENBRIAR,GRE,04/01/1982 12:00:00 AM,1127,474,2.38
RENFREW,REN,04/01/2014 12:00:00 AM,6045,3006,2.01
ROSSCARROCK,RCK,04/01/2014 12:00:00 AM,3408,1508,2.26
WINSTON HEIGHTS/MOUNTVIEW,WIN,04/01/2015 12:00:00 AM,4035,1771,2.28
SCARBORO/ SUNALTA WEST,SSW,04/01/1972 12:00:00 AM,557,163,3.42
ROSEDALE,RDL,04/01/1976 12:00:00 AM,1582,638,2.48
MILLRISE,MLR,04/01/2004 12:00:00 AM,6362,2259,2.82
BRAESIDE,BRA,04/01/1975 12:00:00 AM,3834,1055,3.63
MEADOWLARK PARK,MEA,04/01/1976 12:00:00 AM,934,294,3.18
ROSEMONT,RMT,04/01/1990 12:00:00 AM,1237,527,2.35
THORNCLIFFE,THO,04/01/1999 12:00:00 AM,9419,3601,2.62
FOREST LAWN,FLN,04/01/1999 12:00:00 AM,8344,3027,2.76
PARKHILL,PKH,04/01/1969 12:00:00 AM,1733,561,3.09
BELVEDERE,BVD,04/01/1998 12:00:00 AM,0,0,0
RANCHLANDS,RAN,04/01/1972 12:00:00 AM,0,0,0
SOMERSET,SOM,04/01/1978 12:00:00 AM,0,0,0
CORNERSTONE,CNS,04/01/2007 12:00:00 AM,0,0,0
RUTLAND PARK,RUT,04/01/2015 12:00:00 AM,2344,954,2.46
SOUTHWOOD,SOW,04/01/1996 12:00:00 AM,6498,2517,2.58
ELBOYA,EYA,04/01/2010 12:00:00 AM,1607,684,2.35
MAYLAND HEIGHTS,MAL,04/01/1989 12:00:00 AM,6337,2472,2.56
BANFF TRAIL,BNF,04/01/2011 12:00:00 AM,3582,1628,2.2
RIVERBEND,RIV,04/01/2009 12:00:00 AM,10081,3415,2.95
DALHOUSIE,DAL,04/01/1972 12:00:00 AM,4244,1082,3.92
SETON,SET,04/01/2008 12:00:00 AM,0,0,0
STRATHCONA PARK,STR,04/01/1982 12:00:00 AM,1739,609,2.86
PINERIDGE,PIN,04/01/1977 12:00:00 AM,5511,1655,3.33
NORTH HAVEN,NHV,04/01/1998 12:00:00 AM,2526,947,2.67
INGLEWOOD,ING,04/01/1970 12:00:00 AM,3557,1243,2.86
CRANSTON,CRA,04/01/2016 12:00:00 AM,18013,6217,2.9
ASPEN WOODS,ASP,04/01/1978 12:00:00 AM,0,0,0
FOREST LAWN,FLN,04/01/2005 12:00:00 AM,7597,2955,2.57
BEL-AIRE,BEL,04/01/2012 12:00:00 AM,424,144,2.94
CORAL SPRINGS,COR,04/01/2008 12:00:00 AM,6007,1466,4.1
FALCONRIDGE,FAL,04/01/1976 12:00:00 AM,0,0,0
RICHMOND,RIC,04/01/2017 12:00:00 AM,4781,2127,2.25
HILLHURST,HIL,04/01/1996 12:00:00 AM,4887,2526,1.93
COUNTRY HILLS,COU,04/01/1989 12:00:00 AM,0,0,0
TEMPLE,TEM,04/01/2012 12:00:00 AM,10894,3516,3.1
CHINATOWN,CHN,04/01/2004 12:00:00 AM,1199,724,1.66
HIGHLAND PARK,HPK,04/01/1991 12:00:00 AM,3757,1812,2.07
SHERWOOD,SHW,04/01/1993 12:00:00 AM,0,0,0
CITYSCAPE,CSC,04/01/2017 12:00:00 AM,2529,676,3.74
HIGHWOOD,HIW,04/01/2010 12:00:00 AM,2104,909,2.31
MONTEREY PARK,MOR,04/01/1980 12:00:00 AM,0,0,0
UNIVERSITY OF CALGARY,UOC,04/01/2007 12:00:00 AM,2259,626,3.61
MARLBOROUGH PARK,MPK,04/01/1987 12:00:00 AM,9286,2692,3.45
BRENTWOOD,BRE,04/01/2012 12:00:00 AM,6059,2503,2.42
EVANSTON,EVN,04/01/2016 12:00:00 AM,14264,4448,3.21
SPRINGBANK HILL,SPH,04/01/2004 12:00:00 AM,3567,1205,2.96
UNIVERSITY HEIGHTS,UNI,04/01/1999 12:00:00 AM,2850,1221,2.33
SOUTHVIEW,SOV,04/01/2009 12:00:00 AM,2079,840,2.48
POINT MCKAY,POI,04/01/1990 12:00:00 AM,1453,801,1.81
ASPEN WOODS,ASP,04/01/1979 12:00:00 AM,0,0,0
QUEENS PARK VILLAGE,QPK,04/01/1995 12:00:00 AM,374,182,2.05
COUGAR RIDGE,CGR,04/01/1979 12:00:00 AM,0,0,0
QUEENSLAND,QLD,04/01/2009 12:00:00 AM,4962,1837,2.7
ROSSCARROCK,RCK,04/01/2005 12:00:00 AM,3229,1475,2.19
HOUNSFIELD HEIGHTS/BRIAR HILL,HOU,04/01/1994 12:00:00 AM,2576,904,2.85
CORAL SPRINGS,COR,04/01/1980 12:00:00 AM,0,0,0
VARSITY,VAR,04/01/1989 12:00:00 AM,12929,5104,2.53
PANORAMA HILLS,PAN,04/01/1991 12:00:00 AM,13,3,4.33
SHAGANAPPI,SHG,04/01/1991 12:00:00 AM,1642,775,2.12
UNIVERSITY OF CALGARY,UOC,04/01/1976 12:00:00 AM,1379,252,5.47
SKYVIEW RANCH,SKR,04/01/1981 12:00:00 AM,0,0,0
CLIFF BUNGALOW,CLI,04/01/2001 12:00:00 AM,1976,1306,1.51
DOWNTOWN WEST END,DNW,04/01/1976 12:00:00 AM,635,355,1.79
BELVEDERE,BVD,04/01/1984 12:00:00 AM,0,0,0
LOWER MOUNT ROYAL,LMR,04/01/1987 12:00:00 AM,2868,1929,1.49
EVERGREEN,EVE,04/01/2000 12:00:00 AM,2052,620,3.31
WINSTON HEIGHTS/MOUNTVIEW,WIN,04/01/1983 12:00:00 AM,3922,1538,2.55
GREENWOOD/GREENBRIAR,GRE,04/01/1975 12:00:00 AM,0,0,0
SPRUCE CLIFF,SPR,04/01/2010 12:00:00 AM,3874,1878,2.06
MOUNT PLEASANT,MOP,04/01/1970 12:00:00 AM,5775,2117,2.73
APPLEWOOD PARK,APP,04/01/2010 12:00:00 AM,6361,1972,3.23
MILLRISE,MLR,04/01/1977 12:00:00 AM,52,16,3.25
GARRISON WOODS,GAW,04/01/2008 12:00:00 AM,0,0,0
VISTA HEIGHTS,VIS,04/01/1977 12:00:00 AM,1987,533,3.73
WINDSOR PARK,WND,04/01/1983 12:00:00 AM,3296,1758,1.87
HILLHURST,HIL,04/01/2002 12:00:00 AM,5345,2662,2.01
HAWKWOOD,HAW,04/01/1993 12:00:00 AM,9239,2703,3.42
ASPEN WOODS,ASP,04/01/1987 12:00:00 AM,0,0,0
CEDARBRAE,CED,04/01/2017 12:00:00 AM,6075,2496,2.43
RENFREW,REN,04/01/1994 12:00:00 AM,5448,2626,2.07
MIDNAPORE,MID,04/01/1976 12:00:00 AM,323,74,4.36
SILVER SPRINGS,SIL,04/01/1986 12:00:00 AM,10251,3261,3.14
ALBERT PARK/RADISSON HEIGHTS,ALB,04/01/1997 12:00:00 AM,6484,2392,2.71
HIGHLAND PARK,HPK,04/01/1975 12:00:00 AM,4102,1588,2.58
HUNTINGTON HILLS,HUN,04/01/2013 12:00:00 AM,13651,5354,2.55
LINCOLN PARK,LPK,04/01/1970 12:00:00 AM,16,3,5.33
CANYON MEADOWS,CAN,04/01/2016 12:00:00 AM,7855,3137,2.5
VARSITY,VAR,04/01/2014 12:00:00 AM,12553,5423,2.31
GARRISON GREEN,GAG,04/01/1974 12:00:00 AM,868,211,4.11
EVANSTON,EVN,04/01/1978 12:00:00 AM,0,0,0
RUNDLE,RUN,04/01/1997 12:00:00 AM,11671,3503,3.33
MCKENZIE LAKE,MCK,04/01/1970 12:00:00 AM,0,0,0
DOWNTOWN WEST END,DNW,04/01/1975 12:00:00 AM,627,353,1.78
DOWNTOWN COMMERCIAL CORE,DNC,04/01/1981 12:00:00 AM,6053,4389,1.38
